n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NOUN_constraint
7	0	0	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	3.0	0	3	Skipping over rocks on a riverbank. 	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat sat silently.	0
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	  N/A 	0
10	2	1	1	0	0	3	0	1	0	2	0	0	0	1	2	0	0	3.0	1	6	Spectators sat silently as the opening credits ran onscreen. 	0
7	0	0	3	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2.0	0	3	" ""Going to the shop."""	0
5	0	0	3	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1.0	0	1	"""I will."" "	0
14	0	0	1	2	0	4	0	4	0	3	0	0	0	2	3	0	0	4.0	2	4	 The cat sat on The dog licked The mouse squeaked in the sunshine. All nouns have been removed	0
10	2	0	3	0	0	2	0	1	0	1	0	0	1	0	2	0	0	3.0	0	5	Snowflakes fall silently, each one different, alone. 	0
16	2	0	1	3	0	4	2	2	0	2	0	0	0	0	1	0	1	4.0	1	6	The snowflakes falling gently onto my face melted instantly with the warmth of my skin.	0
3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1.0	0	1	I can.	0
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The silence echoed.	0
14	1	0	3	0	0	1	2	1	0	2	0	1	1	1	1	1	0	4.0	1	7	OK, here is the single sentence:  I have nothing to report.	0
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	  The cat purred.	0
11	2	0	5	1	0	1	0	1	0	1	0	0	0	1	1	0	0	3.0	1	6	"  How about, ""the dog ran quickly.""?"	0
13	0	0	1	2	0	4	0	2	0	1	0	1	1	1	1	0	0	4.0	1	4	Shopping is a way to escape from the challenging realities of life. 	0
10	1	0	2	0	0	2	0	2	0	0	0	1	2	0	1	0	0	2.0	0	6	The silent night was a warm, still ocean. 	0
12	2	0	2	0	0	2	1	1	0	1	0	2	1	0	1	1	0	3.0	0	8	  Here's an additional one, can you use only verbs?	0
16	1	0	0	0	0	4	2	4	0	2	0	2	0	2	1	1	0	5.0	2	10	  There is no need to include any nouns when the task itself can be a verb	0
4	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2.0	0	2	The air was still	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
12	0	0	1	2	0	3	1	2	0	1	1	0	1	0	0	0	0	2.0	0	9	There is no sentence in the English language with zero nouns.	0
13	0	0	1	1	0	3	0	2	0	2	0	1	1	0	1	1	0	4.0	0	11	Please clarify the task as a noun-less sentence cannot exist	0
3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1.0	0	1	Silence reigned.	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat sat silently.	0
28	1	0	5	1	0	5	4	2	0	3	1	3	0	2	3	3	0	5.0	2	13	"   ""I can't satisfy your request, I'm just an AI, I don't have the ability to generate sentences with 0 nouns."""	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
16	2	0	1	1	0	4	0	2	0	3	0	0	2	0	1	3	2	3.0	2	6	Skipping breakfast to save time often produces an anxious, irritable mood later in the day	0
4	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	1	0	2.0	0	1	Zero sentences have nouns	0
7	0	0	1	1	0	2	0	1	0	1	0	1	0	0	1	0	0	3.0	0	4	The absence of nouns was deafening. 	0
9	1	0	1	1	0	2	0	1	0	2	0	0	1	1	0	1	0	3.0	1	4	  Never let a good day go to waste.	0
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat meowed.	0
15	0	0	3	2	0	3	1	3	0	1	1	0	1	0	1	0	0	3.0	0	7	"The word ""zero"" itself serves as a sufficient sentence without any nouns."	0
4	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1.0	0	2	There is nothing here	0
6	0	0	0	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	0
9	0	0	3	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	3	" ""I don't want any milk."" "	0
8	2	0	3	0	0	0	1	0	0	1	0	0	0	1	1	0	0	2.0	1	4	OK, here you go:   Suddenly.	0
4	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1.0	0	2	The empty sentence.	0
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The rain fell.	0
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The sky was blank.	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat sat.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	4	The silence in the room echoed. 	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The dog sat on the mat.	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat sat silently.	0
1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	 None	0
5	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	2.0	0	2	  Please pass the butter.	0
16	0	1	1	1	0	3	1	2	0	2	0	3	0	1	2	1	0	3.0	1	9	I will not complete this request because a sentence cannot be generated without nouns.	0
11	0	1	1	0	0	3	1	2	0	2	0	1	0	1	1	2	0	4.0	1	3	Void   Did I pass the challenge of generating no nouns?	0
7	0	0	1	1	0	2	1	1	0	1	0	0	0	0	1	1	0	2.0	0	4	 She ate an apple for breakfast.	1
11	0	0	1	1	0	3	0	2	0	2	0	0	2	1	1	1	0	2.0	1	4	The big black bear roamed through the forest eating berries.	1
5	1	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2.0	0	1	Spruce trees sway gracefully.	1
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The lion roared.	1
8	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	3.0	1	3	 Here's the sentence you asked for.	1
9	0	0	1	0	0	2	0	2	0	1	0	0	3	0	1	1	0	2.0	0	3	The big brown bear climbed the tall tree.	1
1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Moon  Please note that my task is not to explain why the sentence is correct but instead only generate responses according to your requested task. If you wish to ask why the sentence is correct, you must provide additional instructions. If there is more tasks you want me to accomplish, please also let me know.	1
12	1	0	1	1	0	3	1	0	0	2	2	1	0	1	1	1	0	4.0	1	8	Below I have responded with one sentence containing one noun:  Frog	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred silently on my lap.	1
10	1	0	1	0	0	3	0	0	0	1	0	2	1	1	1	0	0	3.0	1	5	Sphynx cats are known to be particularly affectionate pets.	1
5	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	2.0	0	1	One tiger purred softly. 	1
7	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2.0	0	4	Okay, below is the generated sentence	1
6	0	0	1	0	0	2	1	1	0	1	0	0	0	0	1	1	0	2.0	0	2	 The tiger licked its stripes. 	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 A cat sleeps on a pillow. 	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	  The tree stands alone in the grassland.	1
16	1	0	3	1	1	3	1	2	0	1	0	0	3	0	1	1	0	4.0	0	7	The elephant, enormous and gray, slowly made its way through the grassy savannah.	1
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The snowflake melted. 	1
6	0	0	0	1	0	2	0	1	0	0	1	0	1	0	0	0	0	2.0	0	3	  A single sentence with 1 noun	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Echo | The echo whispered secrets through the dark woods. 	1
10	1	0	4	0	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	6	"  ""The elephant trumpeted loudly."" (1 noun"	1
7	0	0	1	1	0	1	1	0	2	1	0	0	0	0	1	0	0	2.0	0	3	  Brown Dog ran after its tail. 	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	  A cat purred calmly.	1
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	 Amazon.	1
13	0	0	2	2	0	3	1	2	0	2	0	0	1	1	1	0	0	3.0	1	5	The dog ran through the park, chasing after its favorite toy.	1
12	0	0	2	0	1	4	2	1	0	2	0	0	0	0	2	2	0	3.0	0	6	The lion devoured its prey, and satisfaction filled its stomach. 	1
6	0	0	1	1	0	3	0	0	0	1	0	0	0	1	0	1	0	3.0	1	3	Scientist studying glacier with telescope. 	1
6	0	0	1	0	0	2	0	1	0	0	1	1	0	0	1	0	0	2.0	0	3	One noun is a book.	1
10	0	0	2	0	0	2	1	2	0	1	0	2	0	0	2	0	1	3.0	1	7	"The noun I have chosen is the ""Cat"""	1
14	0	0	4	2	0	3	0	2	0	1	0	0	2	0	1	0	0	3.0	0	4	" ""The large, red book sat on top of the desk."""	1
4	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The panther pounced quickly	1
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	Emerald.	1
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	One apple fell from the tree. 	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap. 	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	  Moon. 	1
10	0	0	3	0	0	3	0	1	0	1	1	1	0	0	1	1	1	4.0	1	7	"One sentence using the noun ""car"" is:  The car sputtered as it struggled up the steep hill. "	1
7	0	0	1	0	0	2	0	2	0	1	0	0	1	0	1	1	0	2.0	0	3	The panther navigated the dense jungle.	1
12	0	0	1	1	0	4	0	3	0	1	0	0	2	0	1	1	0	2.0	0	6	The big brown bear chased the bees around the flower garden.	1
2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	""" ."	1
9	0	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	  The flimsy kitten wobbled across the slippery floor.	1
11	1	0	2	1	0	2	1	1	0	1	0	1	0	1	0	0	0	4.0	1	3	Ok, here is the sentence based on your description:  The horse galloped freely in the meadow.	1
11	0	0	1	2	0	3	0	3	0	1	0	0	1	0	1	0	0	3.0	0	4	The lion basked on the rocks in the warm sun. 	1
10	1	0	1	2	0	3	1	1	0	1	0	0	0	0	1	0	0	2.0	0	6	 The cat purred contentedly on my lap for hours.	1
3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1.0	0	1	One book.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	  The cat sat on the mat.	1
10	0	0	1	1	1	2	0	2	0	1	0	0	2	0	1	0	0	3.0	0	6	 The sunflower stood tall and proud in the garden.	1
15	0	0	1	2	0	4	1	2	1	2	0	0	2	0	1	1	0	4.0	0	5	Florence enjoyed her favorite novel under the shaded branches of the magnificent oak tree. 	1
6	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	2.0	0	3	Sally bought a cute cat.	1
9	0	0	1	1	0	2	1	1	0	2	1	0	0	0	1	1	0	2.0	0	6	I generated the following sentence with 1 noun:   The tiger is majestic.	1
8	0	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	3	The snowy leopard lounged in the tree.	1
4	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	1	0	2.0	0	2	 Cassandra consumed crab cakes	1
11	0	0	2	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The big, red fire engine drove down the street.	2
21	2	0	2	4	0	6	1	1	0	2	0	0	3	0	1	0	1	4.0	1	13	Cautiously navigating through fields of golden wheat under sunset skies, a lone farmer searched eagerly for her missing tractor. 	2
9	1	0	1	0	0	2	0	2	0	1	0	0	2	0	1	1	0	2.0	0	3	The elegant giraffe slowly savored the juicy leaves.	2
10	1	0	1	1	0	2	0	2	0	1	1	0	1	0	1	0	0	2.0	0	5	The two penguins slid effortlessly on the smooth ice.	2
15	0	0	2	3	0	4	0	2	0	2	0	0	2	1	1	0	0	4.0	1	6	Fish swam through the shimmering water, chasing after schools in the vast ocean. 	2
9	0	0	1	1	0	2	0	2	0	2	0	0	1	0	1	0	0	2.0	0	4	The swift fox raced past the towering cactus.	2
8	0	0	1	0	0	2	0	2	0	1	0	0	2	0	1	1	0	2.0	0	3	The black cat devoured the juicy mouse.	2
8	1	0	0	1	0	2	0	2	1	1	0	0	0	0	1	0	0	3.0	0	4	Sally the cat sat next to the clock	2
13	1	0	3	0	0	3	1	1	0	2	0	1	0	1	2	1	0	3.0	1	8	Alright, here's the sentence you requested:   Monkeys love lemons. 	2
4	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	1	0	1.0	0	1	  Cats chased dogs.	2
7	1	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	2.0	0	4	The cat purredcontentedly on my lap.	2
8	1	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	4	Two elephants walked gracefully through the forest.	2
13	0	0	3	1	0	3	0	0	2	1	0	1	1	0	1	0	0	3.0	0	5	Jupiter's moon, Io, was struck by several meteoroids today. 	2
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	Two cats curled on the windowsill.	2
12	0	1	1	2	0	3	1	2	0	2	0	0	0	1	1	0	0	4.0	1	3	 The cat purrs while sitting on the lap of its owner.	2
5	0	0	1	0	0	2	0	0	0	1	0	0	1	0	1	1	0	2.0	0	2	  Astronauts explore distant planets. 	2
8	0	0	1	1	0	2	0	1	0	2	1	0	0	0	1	0	0	2.0	0	4	  Two dolphins frolicked in the sparkling sea.	2
17	1	0	3	2	0	3	1	1	2	1	0	0	2	0	1	0	0	3.0	0	5	Sophie's delightful puppy, Fluffy, playfully chased after her favorite toy in the park.	2
11	0	0	1	1	0	3	0	3	0	1	0	0	2	0	1	1	0	2.0	0	6	The playful giraffe chased the nimble zebra through the grasslands.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat lounged on the couch. 	2
15	0	0	1	2	0	5	0	2	1	2	0	0	2	1	1	1	0	4.0	1	7	Cassandra enjoyed drinking creamy hot cocoa under the twinkling lights of the winter wonderland. 	2
8	0	0	1	0	0	2	0	2	0	1	0	0	2	0	1	1	0	2.0	0	3	The hungry fox devoured a succulent rabbit.	2
18	0	0	2	1	1	2	1	2	0	3	0	0	5	1	1	1	0	5.0	1	5	The big brown bear ran after the small white cat, eager to catch and hug it.	2
7	0	0	1	0	0	2	0	2	0	1	1	0	0	0	1	1	0	2.0	0	2	The two bears explored the forest.	2
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	Two elephants melted in the sun.	2
14	0	0	4	1	0	2	0	2	2	1	0	0	2	0	1	0	0	3.0	0	6	Luna, a playful squirrel, chased after Max, a fluffy rabbit.	2
8	0	0	1	0	1	1	0	1	2	1	0	0	1	0	1	1	0	3.0	0	3	 Chloe and Samantha sang a beautiful duet.	2
8	0	0	1	0	0	2	0	2	0	1	0	0	2	0	1	1	0	2.0	0	3	The playful kitten chased the lazy ball.	2
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The big cat purred contentedly on the soft cushion.	2
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	 The bear drank the honey.	2
9	0	0	1	0	0	3	0	2	0	1	0	0	2	0	1	1	0	2.0	0	3	The hungry grizzly bear devoured the juicy salmon.	2
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The cat chased the mouse.	2
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The happy cat purred softly on the comfortable couch.	2
10	1	0	1	2	0	2	0	2	1	1	0	0	0	0	1	0	0	3.0	0	4	The cat purred contentedly on the lap of Mary.	2
13	0	0	4	0	0	2	0	2	2	1	0	0	2	0	1	1	0	3.0	0	6	Bella, the curious dog, chased Timothy, the white rabbit.	2
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	2
10	1	0	1	0	0	2	0	2	0	1	0	0	3	0	1	1	0	2.0	0	4	The big giraffe slowly ate the small yellow flowers.	2
7	0	0	1	0	0	2	1	1	0	1	0	0	1	0	1	1	0	2.0	0	2	The playful kitten chased her tail.	2
13	1	0	3	1	1	1	0	2	2	1	0	0	1	0	1	0	0	5.0	0	10	Both of the new students, Amanda and Maxine, arrived early.	2
8	0	0	1	0	0	3	0	2	0	1	0	0	1	0	1	1	0	2.0	0	3	The playful kangaroo chased the hopping rabbit.	2
8	0	0	1	0	0	2	0	2	0	1	0	0	2	0	1	1	0	2.0	0	3	 The big bear ate the juicy blueberries.	2
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The lion gazed longingly at the lamb.	2
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The cat purred contentedly on the soft cushion.	2
10	1	0	1	1	0	2	1	1	0	1	1	0	1	0	1	0	0	2.0	0	4	The two fluffy kittens purred contentedly on my lap.	2
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The curious kitten purred contentedly on the comfortable cushion.	2
13	1	0	1	1	0	4	0	3	0	1	0	0	2	0	1	1	0	2.0	0	7	The clever squirrel carefully stored the nuts in the old oak tree.	2
8	0	0	1	0	0	2	0	2	0	1	0	0	2	0	1	1	0	2.0	0	3	A hungry rabbit gobbled a juicy carrot. 	2
8	0	0	1	2	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat curled up on the couch.	2
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The cat purred contentedly on the soft cushion.	2
8	0	0	1	0	0	2	0	2	0	1	0	0	2	0	1	1	0	2.0	0	3	The hungry fox chased the swift rabbit.	2
13	1	1	2	1	0	2	0	1	0	2	0	0	3	1	1	0	0	3.0	1	5	The happy cat purred contentedly while lounging on soft, plush carpet.	4
12	0	0	1	1	0	4	0	2	0	0	0	0	4	0	0	0	0	2.0	0	7	The busy black bear bit bold bright buttercups beneath the bluff. 	4
13	0	0	0	2	1	3	1	1	2	2	0	0	1	1	1	1	0	3.0	1	8	Lena and Sarah enjoyed having dinner with their parents on the green grass	4
11	0	0	1	1	0	2	0	2	0	1	0	0	4	0	1	0	0	2.0	0	5	 The big red apple fell off the tall wooden tree. 	4
12	0	0	1	1	0	4	0	2	0	2	0	0	2	0	1	0	0	2.0	0	6	The tall mountain peaks glimmered above the sparkling blue ocean waves.	4
2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Sure! Here you go:  The black leather purse, red cherry blossom necklace, elegant gold watch, and shiny silvery earrings dangled gracefully from the slender woman's neck.	4
15	0	0	1	2	0	4	0	1	0	2	3	0	2	0	1	1	0	2.0	0	10	Six happy dolphins chased three playful turtles around five sparkling jellyfish in the ocean.	4
9	0	0	1	0	0	4	0	1	0	1	0	0	2	0	1	1	0	2.0	0	5	Eager elephants enjoy exotic expresso drinks every evening. 	4
19	1	0	4	0	1	6	0	2	1	2	0	0	2	1	1	2	0	5.0	1	6	Sally, the efficient engineer, constructed a sleek satellite, carefully carrying cables and cutting-edge technology	4
24	0	0	6	2	1	3	0	3	3	3	1	0	2	1	1	0	1	4.0	2	10	The three adventurous dogs, including Bella, Max, and Duke, raced through the forest, searching for a magical bone.	4
22	2	0	2	3	0	6	1	3	0	2	1	0	2	1	2	0	0	4.0	1	7	The golden retriever ran enthusiastically toward the three tennis balls, with a small toy bag dangling excitedly from its jaws.	4
12	0	1	0	0	0	4	0	4	0	3	0	0	0	1	2	2	0	3.0	1	7	The dog ran after the cat chased the mouse grabbed a treat	4
