n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
18	2	0	3	1	0	3	3	1	0	3	0	0	2	1	1	2	1	5.0	2	11	Her father, finding himself stuck on a narrow ledge, carefully navigated downward using his feet.	3
16	1	0	1	2	1	3	2	2	0	3	0	0	1	1	1	1	0	4.0	1	6	She walked slowly toward  the lake, admiring its placid surface and listening for the fish	5
41	2	0	4	6	2	11	2	8	0	4	1	0	0	1	1	4	0	8.0	1	15	The astronauts launched themselves into the zero gravity, conducted experiments on the stars above, and took photographs of the planet below, all with a sense of wonder and a desire to share their experience with the world.	5
21	0	0	5	0	1	5	0	5	0	5	0	0	0	0	5	0	0	4.0	0	17	The lion leaped, the tiger pounced, the fox sneaked, the hawk swooped, and the snake slithered.	5
53	4	3	5	3	1	8	7	4	0	11	0	1	2	10	5	4	0	10.0	10	18	She swam quickly away from the dock, eager to escape the chaos that surrounded her, but soon discovered that the river current was stronger than anticipated, forcing her to fight against the rushing water, which caused her heart to race with fear as she struggled to remain afloat.	5
25	0	1	2	2	2	7	1	4	0	3	0	0	3	2	1	2	0	6.0	2	11	The hunter stalked the deer, tracking its every move with stealthy steps and cunning strategy before striking with a swift and deadly strike.	5
18	1	0	3	3	0	3	1	3	0	3	0	0	1	0	1	0	0	3.0	0	11	I ran towards the river, dove into the cool water, swam away from the shore.	5
13	0	0	4	0	1	2	0	2	0	4	0	0	0	0	1	1	0	3.0	0	7	The lion roared, pounced, chased, and cornered the antelope.	5
21	1	0	4	2	1	4	1	2	0	4	1	0	1	0	1	1	0	3.0	0	15	She sprinted toward the finish line, leaped overhead, pirouetted on one foot, and sang an entire opera.	5
15	0	0	5	1	1	2	0	1	0	5	0	0	0	0	1	0	0	3.0	0	9	The children tiptoed, crept, scurried, darted, and squealed in fright.	5
11	0	0	3	1	1	1	1	1	0	3	0	0	0	0	1	0	0	3.0	0	5	They swam, dived, and played with the dolphins.	5
17	0	0	6	1	1	2	0	2	0	5	0	0	0	0	1	0	1	3.0	1	7	The fox, frightened, cowered, darted, dived, and disappeared into the underbrush. 	5
35	1	1	5	4	2	7	3	4	0	5	0	1	2	2	2	2	0	6.0	2	12	Her fingers froze mid-air, sinking into the cool water, and dragging the coral-covered weight behind her, until she was tumbled through the rapids and into the sunlit calm below.	5
26	2	1	2	3	1	4	4	2	0	7	0	0	0	3	2	2	0	6.0	3	7	She walked slowly towards him wielding a flaming pitchfork, hissing loudly and spitting flame as he advanced on her slobbering snarling like an animal.	5
12	0	0	5	0	1	1	0	1	0	4	0	0	0	0	1	0	0	2.0	0	7	The lion, roared, pounced, stalked, and slept.	5
20	0	0	3	0	1	5	0	5	0	4	0	0	1	1	1	4	0	4.0	1	9	The witch conjured a storm, howled a curse, and struck a match to ignite an ancient spellbook.	5
30	0	1	4	1	2	4	5	2	1	7	0	2	0	4	4	4	0	4.0	4	25	I was hoping that Sarah would help us solve the problem, but she failed, allowing the situation to deteriorate, and her lack of effort disappointed everyone.	5
14	0	0	1	2	1	5	0	1	0	4	0	0	0	1	1	2	0	4.0	1	7	Herons perched on pylons pierced puffing planks and picked prawns in the puddles.	5
16	0	1	3	1	1	2	2	2	0	4	0	0	0	1	2	1	0	4.0	1	5	She watched the children as they laughed, chased, and danced around the playground.	5
42	2	0	3	7	2	12	1	5	0	7	0	0	1	4	3	0	0	9.0	4	16	I see the tree's limbs like grasping arms entwined in an amorous kiss, birds fliting and fluting sweetly from the boughs above, and the sun's rays gleaming through like jewels in a wedding dress adorned with stars.	5
15	0	0	5	1	1	1	1	1	0	5	0	0	0	0	1	0	0	3.0	0	9	She spoke, thought, smiled, looked, and laughed during the interview.	5
19	8	1	3	0	1	0	1	0	1	4	0	0	0	1	2	0	0	3.0	1	10	Joe laughed joyfully, then suddenly jumped loudly, but quietly cried grievingly until he finally jogged happily.	5
31	2	0	3	5	2	7	3	1	0	6	0	0	1	1	1	1	0	5.0	1	16	Mosquitoes feasted on her sweat, swarmed around her face, hummed loudly on her arms and settled deep into the crevices of clothing to bite and inflict further discomfort.	5
10	0	0	4	0	0	0	1	0	0	5	0	0	0	0	1	0	0	1.0	0	8	She spoke, swore, shouted, shrieked, silenced	5
24	0	1	1	2	3	4	3	1	0	6	0	1	0	3	2	2	0	7.0	3	6	They played football with the children and laughed with them until they were exhausted and needed to drink beer and milk to recover.	5
16	1	0	5	1	1	1	0	2	0	5	0	0	0	0	1	1	0	3.0	0	9	The baby cried, cooed, giggled, hiccuped, and kicked all at once.	5
26	1	0	5	2	1	5	3	4	0	5	0	0	0	0	1	4	0	3.0	0	20	She tore the ticket, tossed a fiver, punched him in the neck, snatched away his wallet, and bolted across the bridge. 	5
28	1	0	5	1	2	7	3	3	0	5	0	1	0	1	3	4	0	4.0	1	20	The teacher encouraged the students, asked questions, graded papers, and gave presentations, but her favorites were always the ones who laughed at themselves.	5
24	1	1	3	3	0	5	1	5	1	4	0	0	0	3	4	0	0	7.0	3	7	The fox leaped over the badger, who lunged under the bushes, while Luna purred atop the tree where the squirrel scampered.	5
20	3	0	3	2	1	5	2	1	0	3	0	0	0	1	2	0	0	4.0	1	11	Its wings beat furiously, carried by wind and darkness, the owl hunted silently down upon its prey.	5
32	2	2	2	3	1	8	1	6	0	4	0	0	2	2	4	1	0	5.0	2	19	She played the drums with a passion so intense that the crowd sang along, yet the guitarist's fingers moved with such precision that the melody flowed like a river. The bassist nodded, lost in his music, while the drummer's face lit up with excitement as the band jammed together.	5
16	0	0	4	0	1	2	3	2	0	4	0	0	0	0	1	4	0	2.0	0	11	The cat cradled the bird, carried it, cuddled it, and cannibalized it.	5
28	0	0	5	0	1	6	0	1	5	5	0	0	0	0	1	5	0	4.0	0	21	The tutor praised Lindsay's proficiency, questioned Alex's reliability, analyzed Daniel's behavior, doubted Emma's competence, and evaluated Julia's presentation.	5
30	5	0	3	2	0	7	1	1	0	6	0	0	5	1	4	0	0	5.0	1	21	Lizards lazily lounged languidly, their legs limply lifting lightly from the luscious leaves; laughing loons luculently lorded lunar landscapes lithe lynxes lurked in long-forgotten luminescent cave	5
21	0	2	2	1	0	6	1	2	0	4	0	1	2	3	3	2	0	5.0	3	6	It will snow as the wind melts over ice fields, creating intricate patterns as the ground hugs cold air.	5
21	3	0	3	3	1	3	1	3	0	3	0	0	1	0	1	0	0	3.0	0	14	She walked quickly down the busy street, waved at a friend, and finally sat quietly in the park.	5
16	0	0	8	0	0	5	0	0	0	2	0	0	1	0	0	0	0	2.0	0	13	 created, capturing, images, new born, happiness, innocence, fade).	5
22	3	0	5	1	1	4	0	1	0	6	0	0	0	2	1	1	0	6.0	2	17	The bird wing fluttered, soared high, dived steeply to avoid predators, alighted on branches, and finally perched.	5
20	2	0	6	1	1	1	2	0	0	6	0	0	1	1	1	1	0	3.0	1	13	I jumped up, shook my head, whispered, danced away, and smiled wickedly, feeling triumphant.	5
23	2	1	4	1	1	6	3	2	0	3	0	0	0	2	2	2	0	5.0	2	10	She sang joyfully, tapping the tambourine with her feet while her band harmoniously played the guitar, bass, and drums. 	5
19	0	0	5	0	1	3	4	1	0	5	0	0	0	0	5	0	0	4.0	0	15	The baby cried, her mother comforted, his family ignored, she sang, and they danced.	5
25	0	0	5	2	1	8	0	3	1	3	0	1	0	0	1	1	0	5.0	0	17	Flying, diving, singing, dancing, and playing the accordion on the beach were all part of Sarah's fun-filled day	5
43	1	2	4	4	1	13	0	6	0	5	3	1	3	1	1	5	1	4.0	2	21	In addition to writing this sentence, the computer must also calculate 6,702 times the number pi to 3 decimal points, recite the opening line of 4 Shakespearean sonnets, and invent a new species of mollusk before completing this task. 	5
30	1	0	6	1	2	5	2	3	0	7	0	1	1	3	3	1	0	5.0	3	14	The dog was chasing, its furious barking echoing through the forest, and the fox quickly ran, leapt, and dodged, hoping to escape its pursuer.	5
24	0	0	5	2	1	6	2	1	0	5	0	0	2	0	1	3	0	3.0	0	18	The tourists trudged through snow, trekked to remote villages, tried local cuisine, transmitted their stories, and transformed their perspectives.	5
17	0	0	5	1	1	2	2	1	0	5	0	0	0	0	1	1	0	3.0	0	9	He laughed, joked, cried, danced, and hugged his friends at the party.	5
21	4	0	4	2	1	3	0	3	0	4	0	0	0	1	1	0	0	5.0	1	7	The elephant danced energetically, trumpeting joyfully, stampeding through the trees, and eventually disappearing deep into the jungle.	5
8	0	0	1	0	0	0	1	0	0	6	0	0	0	5	1	0	0	4.0	5	2	She ran swam walked danced sang laughing.	5
33	1	0	4	4	1	8	2	7	0	5	0	0	1	0	1	5	0	3.0	0	23	I sliced the cake with the knife, served each person a generous portion, took the remaining slices to the kitchen, and wrapped them up tightly in the plastic bag.	5
37	2	0	5	5	2	8	3	5	0	5	0	0	2	1	3	2	0	6.0	1	20	They quickly formed an army; the men threw themselves into their tanks and rolled across the landscape; a great cry went up; and then silence, punctuated by the distant rumble of guns.	5
21	0	0	5	0	1	5	0	5	0	5	0	0	0	0	5	0	0	4.0	0	17	The dolphin leaped, the whale sang, the seagulls screeched, the waves crashed, and the boat rocked.	5
34	2	1	1	3	3	4	3	3	0	8	0	2	1	4	4	2	0	9.0	4	7	It had been raining hard and I had to push and pull to get the canoe up on the sandy shore where we took shelter and waited for the sun to come out.	7
30	3	0	2	2	4	5	3	3	0	5	0	1	1	1	4	1	0	4.0	1	18	The cheetah pounced on the rabbit and it started to sprint quickly in fear, but its legs were too slow and soon the cheetah caught and killed it.	7
27	2	1	1	0	2	6	3	4	0	6	0	0	0	3	3	6	0	4.0	3	13	The manager told us to call the office if we wanted help and we immediately dialed the number and explained the situation to get assistance promptly.	7
15	3	0	2	1	1	2	1	2	0	3	0	0	0	0	1	1	0	3.0	0	10	She ran toward the store, quickly grabbed the milk and ran back home.	7
21	0	1	7	0	1	1	0	1	2	6	0	0	2	1	2	1	0	3.0	1	9	Jamie cooked, stirred, seasoned, served, and savored the spicy, saucy stew, while Tom watched.	7
47	3	0	7	3	1	10	4	7	0	10	0	0	0	3	7	5	0	4.0	3	39	She walked in the door; he began playing piano; the kids ran down to the park; I started to cook dinner; Mom hung up the laundry; Dad fixed the fence; and then we all gathered around to watch the movie.	7
36	2	2	1	2	1	6	5	2	0	8	0	2	2	5	3	4	0	9.0	5	10	I am always putting off laundry until tomorrow, yet every day I seem to have to wash my face before getting ready because the grime has collected and made it difficult to see my features	7
8	0	0	0	0	0	0	1	0	0	7	0	0	0	3	1	0	0	3.0	3	6	She grabbed screamed shouted sung shined slept slid	7
22	1	0	1	2	2	4	1	3	0	2	0	1	5	1	1	0	1	5.0	2	7	Generally speaking they were a friendly and responsive crew, making for a quick and efficient trip to a nearby island community	7
14	0	0	3	0	1	3	1	2	0	3	0	0	1	0	3	1	0	3.0	0	8	The teacher lectured, the students discussed, and I took detailed notes.	7
15	0	0	7	0	1	0	0	0	0	3	0	3	1	0	1	0	1	3.0	1	10	 drove, careful, has, driven, been, drove, and been. Please ensure that the sentence you provide meets the requirements of the task and also follows the format correctly.	7
22	0	0	7	1	1	9	0	3	0	1	0	0	0	0	1	0	0	3.0	0	13	The baker bakes, mixes, kneads, rolls, shapes, glazes, and packages the dough for the pizza.	7
23	2	1	1	2	1	2	4	2	0	5	0	0	3	3	2	3	0	5.0	3	7	I often find myself rethinking what i want before settling on the best answer and ultimately making the necessary adjustments as necessary. 	7
9	1	0	2	0	0	2	1	1	0	2	0	0	0	0	1	2	0	2.0	0	5	They cleaned the kitchen, then baked cookies.	7
21	2	1	1	1	2	3	4	2	0	3	0	0	2	1	3	2	0	4.0	1	9	They always eat it quickly before it gets cold and they make a big mess on the couch and carpets.	7
17	0	0	7	0	1	1	0	1	0	7	0	0	0	0	1	0	0	2.0	0	13	The dog ran, jumped, fetched, rolled, played, howled, and cuddled.	7
11	0	1	1	2	0	2	2	1	0	2	0	0	0	1	1	1	0	3.0	1	4	The cat cleaned himself before curling up on my lap.	7
29	4	2	1	2	1	4	6	1	0	5	0	2	0	3	4	2	0	4.0	3	18	She always takes care to organize it neatly on his dresser before i get there but today the bag was packed before i could see inside of it.	7
20	3	1	1	1	1	0	6	0	0	5	0	0	0	3	3	2	0	5.0	3	6	They always check it out and I usually have to fix it ourselves unless it needs to go back.	7
21	1	0	5	1	1	3	2	2	0	6	0	0	0	1	1	2	0	4.0	1	12	They fed, groomed, walked, and trained the dog, then lounged beside him watching a movie marathon.	7
12	0	1	1	0	0	0	4	0	0	3	0	1	1	2	2	2	0	3.0	2	6	I had to let it cool before I could taste it.	7
18	2	0	1	2	1	4	1	3	0	2	0	0	2	1	2	0	0	5.0	1	7	The ball bounced across the yard and into the bushes, where its soft squeaks finally fell silent	7
15	2	0	1	2	2	3	1	1	0	2	0	0	1	0	1	0	0	4.0	0	6	She often walks alone in the forest and searches for unknown herbs and mushrooms.	7
12	1	1	1	1	0	0	4	0	0	3	0	1	0	0	2	1	2	2.0	2	4	Once they were done playing, they gave it back to me  	7
11	0	1	3	0	1	1	1	0	0	4	0	0	0	1	1	1	0	3.0	1	5	 They cooked, walked, and wrote before going shopping.	7
13	1	0	2	1	1	2	1	2	0	3	0	0	0	0	1	2	1	3.0	1	4	They usually spray-paint the wall and glue the picture on.	7
11	0	1	0	0	0	1	2	0	0	2	0	2	2	2	2	0	0	4.0	2	6	I was delighted to learn that her favorite dessert had changed	7
16	0	0	3	3	1	4	0	4	0	1	0	0	0	0	1	0	0	3.0	0	9	The dog ran around the tree, over the bridge, and through the gate.	7
25	0	1	1	2	1	6	3	3	0	4	0	2	0	2	2	2	0	5.0	2	8	Our bags were weighed at the checkpoint and we were required to repack some of our belongings in order to meet the weight limit.	7
18	1	1	2	1	2	2	2	2	0	5	0	0	0	1	2	2	0	3.0	1	11	The cheetah chased the rabbit until it tired and slowed down, then pounced and caught it.	7
16	1	0	1	2	1	3	2	0	0	4	1	0	0	1	1	3	0	4.0	1	7	She decided to cook dinner then dished up two plates of spaghetti and served it.	7
25	1	3	1	1	0	3	4	3	0	5	0	2	1	5	5	1	0	6.0	5	9	The manager listened patiently while i described the problem until he interrupted to ask if i was sure it was plugged into the wall.	7
30	1	2	1	2	1	3	5	2	0	5	0	1	5	3	3	3	1	6.0	4	10	After she took it, she noticed several small tears and decided to take it to the dry cleaner before it was too late for the damage to become irreparable	7
9	0	0	1	0	1	0	3	0	0	2	0	1	0	0	2	1	0	2.0	0	6	She called him but he didn't answer.	7
38	1	1	4	3	2	6	5	5	0	7	0	2	1	3	4	3	0	6.0	3	12	We had gone to the restaurant, but before we could eat, we noticed a mouse running across the table, so my wife got upset and asked the waiter to move us to another table.	7
32	3	1	2	1	3	4	5	1	0	7	0	0	3	3	3	3	0	5.0	3	20	He told her where to find a new job, and though she initially felt upset and demotivated, she later understood his reasons and started to look at potential job offers	7
28	1	3	2	3	1	6	3	2	0	5	0	2	0	3	3	2	0	5.0	3	9	The snow had piled high, blocking my driveway and required that I push the cars out so that my kids could get to school on time.	7
16	0	1	2	0	1	1	4	0	0	4	0	1	1	2	3	1	0	5.0	2	6	They blew it dry, and i had to wait until my hair was washed. 	7
25	3	2	3	3	1	1	5	1	0	5	0	1	0	2	2	2	0	4.0	2	20	She sneaked up on him while he was reading, surprised him by tapping him on the shoulder, and then ran away quickly.	7
30	2	2	3	3	2	2	6	2	0	6	0	1	0	3	4	2	0	7.0	3	6	I always heat up, and they shake, until I'm done before I put them in the dishwasher to rinse and then dry them with another towel.	7
18	1	0	3	2	1	5	1	2	0	3	0	0	0	0	1	1	0	3.0	0	12	The monkey munched on mangoes, moved to a maple tree, and mysteriously misplaced its moon.	7
19	1	1	1	4	0	5	2	3	0	2	0	0	0	1	2	0	0	3.0	1	8	The cat curled up against my ankles while i typed away on the laptop in the living room.	7
28	1	1	1	2	1	3	5	2	0	6	0	1	1	5	3	2	0	6.0	5	15	We were anxious to meet again because he needed to return some documents to her and she needed to finish some work to submit to her boss.	7
25	1	1	3	2	2	5	3	2	0	4	0	1	0	2	3	2	0	5.0	2	17	The cats chased its tail until it was time to play hide-and-seek and then they curled up for a nap.	7
7	0	0	1	0	0	0	3	0	0	1	0	1	1	1	2	1	0	2.0	1	2	I'm glad you like it.	7
33	3	0	4	3	1	3	6	2	0	4	0	4	1	3	4	3	0	5.0	3	15	I took some pictures, but by the time I was done, they had already cleaned it up, so now I won't be able to use it as evidence.	7
35	2	2	3	4	0	6	4	3	0	5	0	3	2	4	4	2	1	7.0	5	10	As we are driving around in circles, i keep forgetting to buy the necessary supplies for the upcoming week, which is causing a sense of panic as we are already behind schedule.	7
26	1	1	2	4	1	4	2	3	0	4	0	1	2	1	2	2	2	4.0	3	7	Once I was able to find a ride, we headed out for dinner and ended up dancing the night away at a local club.	7
25	1	1	1	2	1	1	6	1	0	6	0	3	1	4	3	2	0	8.0	4	7	It will be fixed by the technician and he will test drive it to make sure it functions properly before returning it to me.	7
19	2	1	1	0	0	2	3	1	0	4	0	2	1	4	2	2	0	6.0	4	4	I am looking forward to hearing how you were able to manage your schedule to complete these tasks.	7
